Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2
SRX1657518	3/28/16 15:30	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ION_TORRENT	Ion Torrent PGM	SRR3286845	SRP072237	PRJNA316121	316121	SRS1357751	SAMN04576375	SRA393773	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		BINGHAMTON UNIVERSITY	0	0	2376217	4576375				PAO1			
SRX1657519	3/28/16 15:30	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ION_TORRENT	Ion Torrent PGM	SRR3286846	SRP072237	PRJNA316121	316121	SRS1357751	SAMN04576375	SRA393773	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		BINGHAMTON UNIVERSITY	0	0	2376218	4576375				PAO1			
SRX1657520	3/28/16 15:30	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ION_TORRENT	Ion Torrent PGM	SRR3286847	SRP072237	PRJNA316121	316121	SRS1357751	SAMN04576375	SRA393773	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		BINGHAMTON UNIVERSITY	0	0	2376219	4576375				PAO1			
SRX1737662	8/15/16 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR3468929	SRP074218	PRJNA320165	320165	SRS1418181	SAMN04922440	SRA422311	RNA-Seq	Hybrid Selection	TRANSCRIPTOMIC		SCELSE	0	0	2492153	4922440				PAO1 _wspFpelApslBCD			
SRX1737664	8/15/16 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR3468931	SRP074218	PRJNA320165	320165	SRS1418181	SAMN04922440	SRA422311	RNA-Seq	Hybrid Selection	TRANSCRIPTOMIC		SCELSE	0	0	2492155	4922440				PAO1 _wspFpelApslBCD			
SRX1737665	8/15/16 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR3468932	SRP074218	PRJNA320165	320165	SRS1418181	SAMN04922440	SRA422311	RNA-Seq	Hybrid Selection	TRANSCRIPTOMIC		SCELSE	0	0	2492156	4922440				PAO1 _wspFpelApslBCD			
SRX1737667	8/15/16 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR3468968	SRP074218	PRJNA320165	320165	SRS1418182	SAMN04922441	SRA422311	RNA-Seq	Hybrid Selection	TRANSCRIPTOMIC		SCELSE	0	0	2492158	4922441				PAO1 _wspFpelApslBCD			
SRX1737668	8/15/16 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR3468934	SRP074218	PRJNA320165	320165	SRS1418182	SAMN04922441	SRA422311	RNA-Seq	Hybrid Selection	TRANSCRIPTOMIC		SCELSE	0	0	2492159	4922441				PAO1 _wspFpelApslBCD			
SRX1737670	8/15/16 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR3468974	SRP074218	PRJNA320165	320165	SRS1418182	SAMN04922441	SRA422311	RNA-Seq	Hybrid Selection	TRANSCRIPTOMIC		SCELSE	0	0	2492161	4922441				PAO1 _wspFpelApslBCD			
SRX1738853	5/2/17 23:37	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR3471441	SRP074264	PRJNA320337	320337	SRS1419036	SAMN04932592	SRA422892	RNA-Seq	cDNA	TRANSCRIPTOMIC		SHANGHAI JIAOTONG UNIVERSITY	100	0	2494642	4932592				PA1201			
SRX1738854	5/2/17 23:37	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR3471443	SRP074264	PRJNA320337	320337	SRS1419035	SAMN04932591	SRA422892	RNA-Seq	cDNA	TRANSCRIPTOMIC		SHANGHAI JIAOTONG UNIVERSITY	100	0	2494643	4932591				PA1201			
SRX1747042	5/9/17 0:01	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR3484356	SRP074523	PRJNA320966	320966	SRS1425331	SAMN04961621	SRA423955	RNA-Seq	unspecified	TRANSCRIPTOMIC		SICHUAN UNIVERSITY	0	0	2505073	4961621				PAO1			
SRX2792486	5/9/17 0:01	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR3484355	SRP074523	PRJNA320966	320966	SRS1425331	SAMN04961621	SRA423955	RNA-Seq	unspecified	TRANSCRIPTOMIC		SICHUAN UNIVERSITY	0	0	4026521	4961621				PAO1			
SRX2792487	5/9/17 0:01	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR3484357	SRP074523	PRJNA320966	320966	SRS1425331	SAMN04961621	SRA423955	RNA-Seq	unspecified	TRANSCRIPTOMIC		SICHUAN UNIVERSITY	0	0	4026522	4961621				PAO1			
SRX2792488	5/9/17 0:01	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR3484358	SRP074523	PRJNA320966	320966	SRS1425331	SAMN04961621	SRA423955	RNA-Seq	unspecified	TRANSCRIPTOMIC		SICHUAN UNIVERSITY	0	0	4026523	4961621				PAO1			
SRX2792489	5/9/17 0:01	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR3484359	SRP074523	PRJNA320966	320966	SRS1425331	SAMN04961621	SRA423955	RNA-Seq	unspecified	TRANSCRIPTOMIC		SICHUAN UNIVERSITY	0	0	4026524	4961621				PAO1			
SRX2792490	5/9/17 0:01	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR3484360	SRP074523	PRJNA320966	320966	SRS1425331	SAMN04961621	SRA423955	RNA-Seq	unspecified	TRANSCRIPTOMIC		SICHUAN UNIVERSITY	0	0	4026525	4961621				PAO1			
SRX1771584	5/2/19 10:42	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR3539886	SRP075343	PRJNA322024	322024	SRS1443687	SAMN05007655	SRA426807	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2538280	5007655	GSE81573	GSM2157499					
SRX1771585	5/2/19 10:42	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR3539887	SRP075343	PRJNA322024	322024	SRS1443686	SAMN05007656	SRA426807	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2538281	5007656	GSE81573	GSM2157500					
SRX1771586	5/2/19 10:42	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR3539888	SRP075343	PRJNA322024	322024	SRS1443688	SAMN05007657	SRA426807	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2538282	5007657	GSE81573	GSM2157501					
SRX1771587	5/2/19 10:42	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR3539889	SRP075343	PRJNA322024	322024	SRS1443689	SAMN05007658	SRA426807	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2538283	5007658	GSE81573	GSM2157502					
SRX1853292	6/20/16 0:00	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR3680525;SRR3680885;SRR3680887	SRP076720	PRJNA326119	326119	SRS1510416	SAMN05258726	SRA434433	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE FORSYTH INSTITUTE	0	0	2647314	5258726				PAO1			
SRX1853532	6/20/16 0:00	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR3680905;SRR3680906;SRR3680907	SRP076720	PRJNA326119	326119	SRS1510416	SAMN05258726	SRA434433	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE FORSYTH INSTITUTE	0	0	2647554	5258726				PAO1			
SRX1853533	6/20/16 0:00	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR3680908;SRR3680909;SRR3680910	SRP076720	PRJNA326119	326119	SRS1510416	SAMN05258726	SRA434433	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE FORSYTH INSTITUTE	0	0	2647555	5258726				PAO1			
SRX1853534	6/20/16 0:00	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR3680911;SRR3680912;SRR3680913	SRP076720	PRJNA326119	326119	SRS1510416	SAMN05258726	SRA434433	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE FORSYTH INSTITUTE	0	0	2647556	5258726				PAO1			
SRX2508647	1/26/17 4:21	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5192961	SRP077248	PRJNA326891	326891	SRS1526342	SAMN05293841	SRA529309	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF MALAYA	0	0	3634581	5293841				PAO1			
SRX2508648	1/26/17 4:24	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5192962	SRP077248	PRJNA326891	326891	SRS1526342	SAMN05293841	SRA529309	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF MALAYA	0	0	3634582	5293841				PAO1			
SRX2508649	1/26/17 4:24	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5192963	SRP077248	PRJNA326891	326891	SRS1526342	SAMN05293841	SRA529309	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF MALAYA	0	0	3634583	5293841				PAO1			
SRX2508650	1/26/17 4:26	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5192964	SRP077248	PRJNA326891	326891	SRS1526342	SAMN05293841	SRA529309	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF MALAYA	0	0	3634584	5293841				PAO1			
SRX2508651	1/26/17 4:21	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5192965	SRP077248	PRJNA326891	326891	SRS1526342	SAMN05293841	SRA529309	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF MALAYA	0	0	3634585	5293841				PAO1			
SRX2508652	1/26/17 4:24	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5192966	SRP077248	PRJNA326891	326891	SRS1526342	SAMN05293841	SRA529309	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF MALAYA	0	0	3634586	5293841				PAO1			
SRX2508653	1/26/17 4:32	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5192967	SRP077248	PRJNA326891	326891	SRS1526342	SAMN05293841	SRA529309	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF MALAYA	0	0	3634587	5293841				PAO1			
SRX2508654	1/26/17 4:21	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5192968	SRP077248	PRJNA326891	326891	SRS1526342	SAMN05293841	SRA529309	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF MALAYA	0	0	3634588	5293841				PAO1			
SRX2508655	1/26/17 4:27	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5192969	SRP077248	PRJNA326891	326891	SRS1526342	SAMN05293841	SRA529309	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF MALAYA	0	0	3634589	5293841				PAO1			
SRX2159157	9/17/16 10:21	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR4237899	SRP089686	PRJNA341717	341717	SRS1688329	SAMN05727871	SRA467720	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		THE FORSYTH INSTITUTE	0	0	3153937	5727871				PAO1			
SRX2159158	9/17/16 10:11	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR4237900	SRP089686	PRJNA341717	341717	SRS1688329	SAMN05727871	SRA467720	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		THE FORSYTH INSTITUTE	0	0	3153938	5727871				PAO1			
SRX2159159	9/17/16 10:18	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR4237901	SRP089686	PRJNA341717	341717	SRS1688330	SAMN05727872	SRA467720	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		THE FORSYTH INSTITUTE	0	0	3153939	5727872				PAO1			
SRX2159160	9/17/16 10:10	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR4237902	SRP089686	PRJNA341717	341717	SRS1688330	SAMN05727872	SRA467720	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		THE FORSYTH INSTITUTE	0	0	3153940	5727872				PAO1			
SRX2159161	9/17/16 10:11	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR4237903	SRP089686	PRJNA341717	341717	SRS1688330	SAMN05727872	SRA467720	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		THE FORSYTH INSTITUTE	0	0	3153941	5727872				PAO1			
SRX2159162	9/17/16 10:10	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR4237904	SRP089686	PRJNA341717	341717	SRS1688330	SAMN05727872	SRA467720	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		THE FORSYTH INSTITUTE	0	0	3153942	5727872				PAO1			
SRX2159177	9/17/16 10:12	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR4237919	SRP089686	PRJNA341717	341717	SRS1688329	SAMN05727871	SRA467720	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		THE FORSYTH INSTITUTE	0	0	3153957	5727871				PAO1			
SRX2159178	9/17/16 10:11	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR4237920	SRP089686	PRJNA341717	341717	SRS1688329	SAMN05727871	SRA467720	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		THE FORSYTH INSTITUTE	0	0	3153958	5727871				PAO1			
SRX2181659	9/26/16 13:29	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina MiSeq	SRR4279868	SRP090213	PRJNA343201	343201	SRS1705706	SAMN05781429	SRA475548	RNA-Seq	cDNA	TRANSCRIPTOMIC		WEST VIRGINIA UNIVERSITY	0	0	3176875	5781429				PA01			
SRX2181660	9/26/16 13:27	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina MiSeq	SRR4279869	SRP090213	PRJNA343201	343201	SRS1705707	SAMN05781430	SRA475548	RNA-Seq	cDNA	TRANSCRIPTOMIC		WEST VIRGINIA UNIVERSITY	0	0	3176876	5781430				PA01			
SRX2181663	9/26/16 13:28	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina MiSeq	SRR4279872	SRP090213	PRJNA343201	343201	SRS1705710	SAMN05781431	SRA475548	RNA-Seq	cDNA	TRANSCRIPTOMIC		WEST VIRGINIA UNIVERSITY	0	0	3176879	5781431				PA01			
SRX2181664	9/26/16 13:23	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina MiSeq	SRR4279873	SRP090213	PRJNA343201	343201	SRS1705711	SAMN05781432	SRA475548	RNA-Seq	cDNA	TRANSCRIPTOMIC		WEST VIRGINIA UNIVERSITY	0	0	3176880	5781432				PA01			
SRX2181665	9/26/16 13:23	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina MiSeq	SRR4279874	SRP090213	PRJNA343201	343201	SRS1705712	SAMN05781433	SRA475548	RNA-Seq	cDNA	TRANSCRIPTOMIC		WEST VIRGINIA UNIVERSITY	0	0	3176881	5781433				PA01			
SRX2181666	9/26/16 13:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina MiSeq	SRR4279875	SRP090213	PRJNA343201	343201	SRS1705713	SAMN05781434	SRA475548	RNA-Seq	cDNA	TRANSCRIPTOMIC		WEST VIRGINIA UNIVERSITY	0	0	3176882	5781434				PA01			
SRX2255950	10/26/16 8:31	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina MiSeq	SRR4436847	SRP091907	PRJNA349811	349811	SRS1755299	SAMN05933146	SRA486144	RNA-Seq	RANDOM	TRANSCRIPTOMIC		WELLESLEY COLLEGE	0	0	3311127	5933146				PAO1			
SRX2255951	10/26/16 8:35	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina MiSeq	SRR4436848	SRP091907	PRJNA349811	349811	SRS1755300	SAMN05933145	SRA486144	RNA-Seq	RANDOM	TRANSCRIPTOMIC		WELLESLEY COLLEGE	0	0	3311128	5933145				PAO1			
SRX2255954	10/26/16 8:31	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina MiSeq	SRR4436851	SRP091907	PRJNA349811	349811	SRS1755302	SAMN05933144	SRA486144	RNA-Seq	RANDOM	TRANSCRIPTOMIC		WELLESLEY COLLEGE	0	0	3311131	5933144				PAO1			
SRX2255955	10/26/16 8:31	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina MiSeq	SRR4436852	SRP091907	PRJNA349811	349811	SRS1755303	SAMN05933143	SRA486144	RNA-Seq	RANDOM	TRANSCRIPTOMIC		WELLESLEY COLLEGE	0	0	3311132	5933143				PAO1			
SRX2342940	9/23/17 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012633	SRP093377	PRJNA353241	353241	SRS1793018	SAMN06010081	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418556	6010081				PA558			
SRX2342941	9/23/17 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012634	SRP093377	PRJNA353241	353241	SRS1793018	SAMN06010081	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418557	6010081				PA558			
SRX2342942	9/23/17 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012635	SRP093377	PRJNA353241	353241	SRS1793018	SAMN06010081	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418558	6010081				PA558			
SRX2342943	9/23/17 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012636	SRP093377	PRJNA353241	353241	SRS1793018	SAMN06010081	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418559	6010081				PA558			
SRX2342944	9/23/17 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012637	SRP093377	PRJNA353241	353241	SRS1793019	SAMN06010080	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418560	6010080				PA580			
SRX2342945	9/23/17 0:00	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012638	SRP093377	PRJNA353241	353241	SRS1793020	SAMN06010079	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418561	6010079				PAO1			
SRX2342946	9/23/17 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012639	SRP093377	PRJNA353241	353241	SRS1793019	SAMN06010080	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418562	6010080				PA580			
SRX2342947	9/23/17 0:00	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012640	SRP093377	PRJNA353241	353241	SRS1793020	SAMN06010079	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418563	6010079				PAO1			
SRX2342948	9/23/17 0:00	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012641	SRP093377	PRJNA353241	353241	SRS1793020	SAMN06010079	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418564	6010079				PAO1			
SRX2342949	9/23/17 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012642	SRP093377	PRJNA353241	353241	SRS1793018	SAMN06010081	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418565	6010081				PA558			
SRX2342950	9/23/17 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012643	SRP093377	PRJNA353241	353241	SRS1793019	SAMN06010080	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418566	6010080				PA580			
SRX2342951	9/23/17 0:00	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012644	SRP093377	PRJNA353241	353241	SRS1793020	SAMN06010079	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418567	6010079				PAO1			
SRX2342952	9/23/17 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012645	SRP093377	PRJNA353241	353241	SRS1793018	SAMN06010081	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418568	6010081				PA558			
SRX2342953	9/23/17 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012646	SRP093377	PRJNA353241	353241	SRS1793019	SAMN06010080	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418569	6010080				PA580			
SRX2342954	9/23/17 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012647	SRP093377	PRJNA353241	353241	SRS1793019	SAMN06010080	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418570	6010080				PA580			
SRX2342955	9/23/17 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012648	SRP093377	PRJNA353241	353241	SRS1793019	SAMN06010080	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418571	6010080				PA580			
SRX2342956	9/23/17 0:00	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012649	SRP093377	PRJNA353241	353241	SRS1793020	SAMN06010079	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418572	6010079				PAO1			
SRX2342957	9/23/17 0:00	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR5012650	SRP093377	PRJNA353241	353241	SRS1793020	SAMN06010079	SRA492639	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITY OF TORONTO	0	0	3418573	6010079				PAO1			
SRX2662717	2/1/18 0:10	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5367450	SRP102339	PRJNA360055	360055	SRS2064682	SAMN06628917	SRA548594	RNA-Seq	PCR	TRANSCRIPTOMIC		SICHUAN UNIVERSITY	0	0	3847691	6628917				PAO1			
SRX2662718	2/1/18 0:10	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5367451	SRP102339	PRJNA360055	360055	SRS2064682	SAMN06628917	SRA548594	RNA-Seq	PCR	TRANSCRIPTOMIC		SICHUAN UNIVERSITY	0	0	3847692	6628917				PAO1			
